category,company,date,end_location,end_time,id,kilometres,notes,start_location,start_time
business,,2026-01-10,"708, Belton Avenue, Victoria, British Columbia",18:46,aab9ad14-e679-481c-b511-a11376e94c20,0.8,Dropping off delivery,"Crown Palace, 405 Craigflower Road, Victoria",18:44
business,,2026-01-10,"Crown Palace, 405 Craigflower Road, Victoria",18:34,82343ec2-4cc6-4662-9266-97d96645ace8,0.2,Picking up food,"679 Craigflower Road, Victoria, BC, V9A 2V8, Victoria, British Columbia, V9A 2V8",18:34
business,,2026-01-10,"679, Craigflower Road, Victoria, British Columbia",18:31,cfe8dab1-535b-43ed-b660-5afbaf4c8fb7,2,Dropping off delivery,"Browns Crafthouse, 184 Wilson Street, Victoria",18:24
business,,2026-01-10,"Browns Crafthouse, 184 Wilson Street, Victoria",18:22,9b190cac-4eaa-4bb2-ba51-e466b9c2d633,0.7,Picking up food,"797, Tyee Road, Victoria, British Columbia",18:19
business,,2026-01-10,"797, Tyee Road, Victoria, British Columbia",18:17,c51fb070-2bb7-4978-b18d-10856e140345,3.4,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:03
business,,2026-01-10,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",18:03,f2e3037a-be1a-4a23-87cc-3081a3a87c39,2.9,,"845, Rainbow Crescent, Saanich, British Columbia",17:54
business,,2026-01-10,"845, Rainbow Crescent, Saanich, British Columbia",17:54,264adf63-68dc-468e-a348-cbe40062edc1,1.3,Dropping off delivery,"Royal Spice Fine Indian Cuisine, Blanshard Street, Saanich",17:46
business,,2026-01-10,"Royal Spice Fine Indian Cuisine, Blanshard Street, Saanich",17:44,62d22d0d-5d1d-4b0b-9126-736ac342d64f,2.8,Picking up food,"4058, Carey Road, Saanich, British Columbia",17:33
business,,2026-01-10,"4058, Carey Road, Saanich, British Columbia",17:31,9bc0bf90-1a53-4e75-b005-d8e0dd3fd155,8,Dropping off delivery,"Hillside Avenue, Victoria, British Columbia",17:17
business,,2026-01-10,"Hillside Avenue, Victoria, British Columbia",17:13,84eed27c-fb9d-4ea0-b8f7-7ec40af5ab1c,2,Picking up food,"3232, Cook Street, Saanich, British Columbia",17:08
business,,2026-01-10,"3232, Cook Street, Saanich, British Columbia",17:03,630a165e-aeb4-4e54-be43-6524e2d52200,2.1,Dropping off delivery,"McDonald's, 3465 Saanich Rd, Victoria, BC V8X 1W8, Canada",16:56
business,,2026-01-10,"McDonald's, 3465 Saanich Road, Saanich, BC, V8Z 3L0, 3465 Saanich Road, Saanich, British Columbia, V8Z 3L0",16:55,96abe108-96a7-49f2-b3ca-d9554d476a0f,0.1,,"RBC Royal Bank, 3500 Uptown Boulevard, Saanich, BC, V8Z 0B9, 3500 Uptown Boulevard, Saanich, British Columbia, V8Z 0B9",16:47
business,,2026-01-09,"5177, Cordova Bay Road, Saanich, British Columbia",23:18,d055ebf7-19ca-4201-bdcd-91e5540135f4,12.3,Dropping off delivery,"McKenzie Avenue, Saanich, British Columbia",23:04
business,,2026-01-09,"McKenzie Avenue, Saanich, British Columbia",22:59,7a5ba2d1-4882-426b-aac2-12f342a047b7,0.1,Picking up food,"McKenzie Avenue, Saanich, British Columbia",22:59
business,,2026-01-09,"McKenzie Avenue, Saanich, British Columbia",22:42,fd7904af-c518-445a-97cc-caf92aa581f2,0.1,Going to hot zone,"1660, McKenzie Avenue, Saanich, British Columbia",22:40
business,,2026-01-09,"1663, McKenzie Avenue, Saanich, British Columbia",22:36,766f6c2b-38ad-4c7a-b67a-6be205be5241,3,Dropping off delivery,"Hillside Avenue, Victoria, British Columbia",22:28
business,,2026-01-09,"Hillside Avenue, Victoria, British Columbia",22:24,bef02582-1aa4-41a7-9699-232c7633926c,2.8,Dropping off delivery,"Shark club, Shark club, 2852, Douglas Street, Victoria, British Columbia",22:20
business,,2026-01-09,"Shark club, Shark club, 2852, Douglas Street, Victoria, British Columbia",22:18,14e05b31-03bc-46cc-be1c-3d46d9e66dc0,1.9,Picking up food,"990, Hillside Avenue, Victoria, British Columbia",22:14
business,,2026-01-09,"990, Hillside Avenue, Victoria, British Columbia",22:14,8839fac0-20da-43f0-8927-5eaa323c52ce,1.8,,"2751, Shelbourne Street, Victoria, British Columbia",22:01
business,,2026-01-09,"2751, Shelbourne Street, Victoria, British Columbia",22:01,322b2b71-3e18-4816-bf87-6f6e51ca2cbf,3.2,Dropping off delivery,"Liquor Express, 765 Yates Street, Victoria",21:52
business,,2026-01-09,"Liquor Express, 765 Yates Street, Victoria",21:50,55ba2209-c09d-4f56-b2c1-b5385b78ddd8,3.1,Picking up food,"Kings Road, Victoria, British Columbia",21:45
business,,2026-01-09,"Kings Road, Victoria, British Columbia",21:45,08a3a9d4-1631-48a4-8a9f-fdb413b39205,11.9,,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:19
business,,2026-01-09,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:19,cf615c3f-fba8-4ce9-95f2-8bb3fe8c42f3,2.4,Going to hot zone,"940, McKenzie Avenue, Saanich, British Columbia",21:00
business,,2026-01-09,"940, McKenzie Avenue, Saanich, British Columbia",21:00,7e052458-e919-4b63-b279-38b2b9a62980,2,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:48
business,,2026-01-09,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:48,696bcd22-d861-4d30-b3f0-aa575e7f0904,3.8,Picking up food,"4045, Grange Road, Saanich, British Columbia",20:39
business,,2026-01-09,"4045, Grange Road, Saanich, British Columbia",20:39,0643b7fa-d3ef-4589-8ecf-f25b16154823,4.1,,"Cedar Dale, 75 Gorge Road West, Saanich, BC, V9A 1M1, 75 Gorge Road West, Saanich, British Columbia, V9A 1M1",20:30
business,,2026-01-09,"Bin 4 Burger Lounge, Maple Street, Saanich, BC, V8X 1W5, Maple Street, Saanich, British Columbia, V8X 1W5 → Lot 1 Pasta Bar, Blanshard Street, Saanich, BC, V8X 3W4, Blanshard Street, Saanich, British Columbia, V8X 3W4 → Cedar Dale, 75 Gorge Road West, Saanich, BC, V9A 1M1, 75 Gorge Road West, Saanich, British Columbia, V9A 1M1",20:30,9e586493-8bd5-475c-aec2-705a33bdd396,3.2,,"Oakview Manor, 3420 Quadra Street, Saanich, BC, V8X 1G4, 3420 Quadra Street, Saanich, British Columbia, V8X 1G4",20:00
business,,2026-01-08,"Cloverdale Avenue, Saanich, British Columbia",22:59,10b53ff8-4c0b-457d-ad0b-dad823dae1f1,1,Home,"Manchester Road, Victoria, British Columbia",22:51
business,,2026-01-08,"Manchester Road, Victoria, British Columbia",22:51,2a3b5d74-2e16-4f95-8bce-a93cb0048aaa,3.7,Dropping off delivery,"1002, McKenzie Avenue, Saanich, British Columbia",22:42
business,,2026-01-08,"1002, McKenzie Avenue, Saanich, British Columbia",22:41,92d37b13-ff34-4697-88fb-bb3e4edf6121,3.6,Dropping off delivery,"Q Pizza, 4517 West Saanich Road, Saanich",22:35
business,,2026-01-08,"Q Pizza, 4517 West Saanich Road, Saanich",22:35,d211dfa7-600c-413d-9bf8-42eb450410eb,0.5,Picking up food,"McDonald's, 4410 West Saanich Road, Saanich",22:21
business,,2026-01-08,"McDonald's, 4410 West Saanich Road, Saanich",22:21,979ae0e8-de6e-47dd-b8e0-3515fa549f2b,5.1,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",22:12
business,,2026-01-08,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:51,04669e2f-683e-4a59-9b0f-dd3b7bd8935c,1.7,,"Unit 219, 219-229, Gorge Road East, Victoria, British Columbia",22:06
business,,2026-01-08,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",22:12,0040cfa7-8b16-45d2-85ef-7c9b076ace8a,1.7,Going to hot zone,"Unit 219, 219-229, Gorge Road East, Victoria, British Columbia",22:06
business,,2026-01-08,"Unit 219, 219-229, Gorge Road East, Victoria, British Columbia",22:06,5331f0c9-23a8-4a42-9154-b3eaf9365016,6.5,,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:51
business,,2026-01-08,"Unit 219, 219-229, Gorge Road East, Victoria, British Columbia",22:06,906b1a13-956d-4434-ba75-ae81d531d7c0,1.7,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:51
business,,2026-01-08,"Unit 219, 219-229, Gorge Road East, Victoria, British Columbia",22:06,e41a9b21-a1a1-4fe0-9cb7-2b5dda5527fd,1.7,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:51
business,,2026-01-08,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:51,22769612-8faa-47b9-a786-1b8aadb156dd,4.5,Picking up food,"4275, Westervelt Place, Saanich, British Columbia",21:33
business,,2026-01-08,"4275, Westervelt Place, Saanich, British Columbia",21:33,db198a92-1b1b-4af0-b0ef-938f2dcf763e,0.1,Dropping off delivery,"4264, Westervelt Place, Saanich, British Columbia",21:17
business,,2026-01-08,"4264, Westervelt Place, Saanich, British Columbia",21:17,26bf5522-f9cb-4f4a-9288-4f56f647199c,3,Dropping off delivery,"Glanford Avenue, Saanich, British Columbia",21:11
business,,2026-01-08,"4291, Glanford Avenue, Saanich, British Columbia",21:11,35d0cfe8-923c-4c2d-a945-8b72289f5ab4,6.4,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:05
business,,2026-01-08,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",21:05,aca0f8a1-9fcc-49f3-918f-e221bb008db8,1.5,Going to hot zone,"257, Hampton Road, Saanich, British Columbia",20:51
business,,2026-01-08,"257, Hampton Road, Saanich, British Columbia",20:51,cf1c2993-554b-4135-a957-33db799caaae,1.9,Dropping off delivery,"KFC, KFC, 3140 Douglas Street, Victoria",20:37
business,,2026-01-08,"KFC, 3140 Douglas Street, Victoria",20:37,d678cf19-8efc-4ebd-9531-33096c2cd304,1.4,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:32
personal,,2026-01-21,"3420, 3420, 3420, 3420, Quadra Street, Saanich, British Columbia",20:46,c9ab25c6-9320-4def-8414-841857df20ee,2.5,Home,"3237 Cedar Hill Road, Saanich, BC, V8T 3J4, Saanich, British Columbia, V8T 3J4",20:42
business,skip,2026-01-21,"3237, Cedar Hill Road, Saanich, British Columbia",20:37,aa8b09bb-ea3b-432e-91ce-548dbf798154,2.8,Dropping off delivery,"Sarpino's Pizzeria, 902 Esquimalt Road, Esquimalt",20:25
business,skip,2026-01-21,"Sarpino's Pizzeria, 902 Esquimalt Road, Esquimalt",20:23,e8bbfe93-41f9-4d4e-8d8f-dac63535bcb1,3.2,Picking up food,"581, Prince Robert Drive, View Royal, British Columbia",20:12
business,skip,2026-01-21,"581, Prince Robert Drive, View Royal, British Columbia",20:10,e660c898-0454-488e-8c2c-236207056ba5,1.3,Dropping off delivery,"280, Island Highway, View Royal, British Columbia",20:07
business,skip,2026-01-21,"280, Island Highway, View Royal, British Columbia",20:01,6e69562c-fb03-447f-98ea-e15ee64cb8c3,8.6,Picking up food,"McKenzie Avenue, Saanich, British Columbia",19:52
business,,2026-01-21,"McKenzie Avenue, Saanich, BC, V8X 3Y1, Saanich, British Columbia, V8X 3Y1",19:52,fcdd6887-bd7b-4072-9019-9eb2539eebb3,2.1,,"555 Kenneth Street, Saanich, BC, V8Z 6Z2, Saanich, British Columbia, V8Z 6Z2",19:48
business,skip,2026-01-21,"555, Kenneth Street, Saanich, British Columbia",19:47,5cd46d18-65c2-4e8f-b2c5-859002034565,3.2,Dropping off delivery,"Dairy Queen, Dairy Queen, 3993 Quadra Street, Saanich",19:40
business,,2026-01-21,"Dairy Queen, 3993 Quadra Street, Saanich",19:39,8cacfe8b-0b90-42b0-a37e-d3bc4233f5fd,1,Going to hot zone,"Corridor Trail, Saanich, British Columbia",19:36
business,,2026-01-21,"Corridor Trail, Saanich, BC, V8X 3G5, Saanich, British Columbia, V8X 3G5",19:38,f2c0b8bf-5ed4-4fd3-bfdd-a3448534f0a1,0.4,,"950 McKenzie Avenue, Saanich, BC, V8X 3G5, Saanich, British Columbia, V8X 3G5",19:34
business,skip,2026-01-21,"950, McKenzie Avenue, Saanich, British Columbia",19:33,2c835dc0-1094-4c2a-b5a7-038f3de59197,2.7,Dropping off delivery,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:22
business,,2026-01-21,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:21,2a442d9e-144d-44eb-b784-a73308117954,2.7,Going to hot zone,"Gorge Road West, Saanich, British Columbia",19:14
business,skip,2026-01-21,"Gorge Road West, Saanich, British Columbia",19:10,3b8c7f7e-e525-4a7d-872c-d28815aa9187,4.9,Dropping off delivery,"Island Poké, 1674 Douglas Street, Victoria",18:55
business,skip,2026-01-21,"Island Poké, 1674 Douglas Street, Victoria, BC, V8W 2G6, 1674 Douglas Street, Victoria, British Columbia, V8W 2G6",18:55,8e01d70b-d78c-4c89-9912-87693242a1bb,2.1,Picking up food,"785, Caledonia Avenue, Victoria, British Columbia",18:45
business,,2026-01-21,"746, Caledonia Avenue, Victoria, British Columbia",18:42,c272ae7c-c427-4123-8f1d-c5799dbadac2,7.5,Dropping off delivery,"Popeyes, Popeyes, 1646 McKenzie Avenue, Saanich",18:19
business,,2026-01-21,"Popeyes, 1646 McKenzie Avenue, Saanich, BC, V8N 1A7, 1646 McKenzie Avenue, Saanich, British Columbia, V8N 1A7",18:08,b0700e28-eb2e-41da-95e7-3b26da0f76d3,3.4,Going to hot zone,"1649, Brousson Drive, Saanich, British Columbia",17:54
business,,2026-01-21,"1649, Brousson Drive, Saanich, British Columbia",17:54,0bcd85fe-23bf-44c4-939e-46fcbd1ab48e,6.9,Dropping off delivery,"Baan Thai, Baan Thai, Baan Thai, 777 Royal Oak Drive, Saanich",17:44
business,,2026-01-21,"Baan Thai, Baan Thai, Baan Thai, 777 Royal Oak Drive, Saanich",17:44,dc834b2e-56d5-494f-b5b9-eea307a2470b,2.2,,"975 Lakeview Avenue, Saanich, BC, V8X 0A2, Saanich, British Columbia, V8X 0A2",17:38
business,,2026-01-21,"975 Lakeview Avenue, Saanich, BC, V8X 0A2, Saanich, British Columbia, V8X 0A2",17:38,12bcc782-1d95-4ecc-811d-7d593ab00b05,3.1,Picking up food,"Thrifty Foods, 777 Royal Oak Drive, Saanich, BC, V8X 4V1, 777 Royal Oak Drive, Saanich, British Columbia, V8X 4V1",17:24
business,,2026-01-20,"Gorge Road East, Victoria, British Columbia",21:16,1eaee233-8e9e-4ae7-8cb3-7a9e6fe50174,1.9,Dropping off delivery,"Harriet Road, Saanich, British Columbia",21:12
business,,2026-01-20,"107, Burnside Road East, Victoria, British Columbia",21:10,389de9c4-15ee-4f7b-88f6-37eb6685e113,0.3,Dropping off delivery,"KFC, 3140 Douglas Street, Victoria",21:05
business,,2026-01-20,"KFC, 3140 Douglas Street, Victoria",21:03,b01f95c2-4289-4a13-b551-d8bd34a8587c,1.5,Picking up food,"Noodle Box, Noodle Box, Noodle Box, Uptown Boulevard, Saanich",20:59
business,,2026-01-20,"Noodle Box, Noodle Box, Noodle Box, Uptown Boulevard, Saanich",20:52,1dde49d7-be3f-4eb7-9903-e662b035f548,0.5,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:35
business,,2026-01-20,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",20:34,a84586ef-d78c-4a5b-83bd-447ee61a1f65,1,Going to hot zone,"3240, Glasgow Avenue, Saanich, British Columbia",20:30
business,,2026-01-20,"3240, Glasgow Avenue, Saanich, British Columbia",20:25,4ea5a5bb-aa39-4970-ab0c-1877aae73da1,1.1,Dropping off delivery,"Canadian Brewhouse & Grill, Douglas Street, Saanich",20:11
business,,2026-01-20,"Canadian Brewhouse & Grill, Douglas Street, Saanich",20:10,53700e4c-b362-4269-aac1-d5cda844c673,0.3,Picking up food,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:50
business,,2026-01-20,"McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, McDonald's, 3465 Saanich Road, Saanich",19:49,285a137c-5ec3-4852-981a-d55082179486,14.3,Going to hot zone,"Gowdy Road, Central Saanich, British Columbia",19:31
business,,2026-01-20,"Gowdy Road, Central Saanich, British Columbia",19:31,8a63ffeb-235e-4eab-954f-d22737fd7f1e,4.6,Dropping off delivery,"McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",19:12
business,,2026-01-20,"McDonald's, McDonald's, 2473 Mt Newton Cross Rd, Central Saanich, BC V8M 2B7, Canada",19:12,2051ddb7-557c-4812-9bfb-d65e0974c371,4.7,,"7746, East Saanich Road, Central Saanich, British Columbia",18:58
business,,2026-01-20,"7746, East Saanich Road, Central Saanich, British Columbia",18:58,61a3b506-8bfb-4fc2-b87f-f6c58e533864,5.4,Dropping off delivery,"2401, Mount Newton Cross Road, Central Saanich, British Columbia",18:53
business,,2026-01-20,"2401, Mount Newton Cross Road, Central Saanich, British Columbia",18:50,33087b59-b634-4f37-b866-6173ffb6f2fe,0.9,Picking up food,"2500, Hackett Crescent, Central Saanich, British Columbia",18:46
business,,2026-01-20,"2500, Hackett Crescent, Central Saanich, British Columbia",18:40,eb449a30-a71b-427f-a574-b4984122c8f4,7.3,Dropping off delivery,"Villages Pizza, West Saanich Road, Central Saanich",18:27
